ID	logMb	logRb	minSigma	maxSigma
84.0	8.676470588235293	-0.30000000000000004	4.296309	8.099373

85.0	8.676470588235293	-0.2500000000000001	4.341651	8.037572

86.0	8.676470588235293	-0.20000000000000007	4.3864474	7.977789

87.0	8.676470588235293	-0.15000000000000002	4.430638	7.9196815

88.0	8.676470588235293	-0.10000000000000009	4.4741545	7.862884

89.0	8.676470588235293	-0.050000000000000044	4.5169253	7.8070245

90.0	8.676470588235293	-1.1102230246251565e-16	4.558869	7.7517457

91.0	8.676470588235293	0.04999999999999982	4.599898	7.6966987

92.0	8.676470588235293	0.09999999999999987	4.639917	7.6415606

93.0	8.676470588235293	0.1499999999999999	4.6788235	7.586054

94.0	8.676470588235293	0.19999999999999996	4.7165055	7.52993

95.0	8.676470588235293	0.25	4.752844	7.4729767

96.0	8.676470588235293	0.2999999999999998	4.7877116	7.4150224

97.0	8.676470588235293	0.34999999999999987	4.8209724	7.35593

98.0	8.676470588235293	0.3999999999999999	4.8524833	7.2955947

99.0	8.676470588235293	0.44999999999999996	4.8820953	7.2339444

100.0	8.676470588235293	0.4999999999999998	4.9096518	7.1709323

101.0	8.676470588235293	0.5499999999999998	4.934993	7.106534

102.0	8.676470588235293	0.5999999999999999	4.957955	7.040745

103.0	8.676470588235293	0.6499999999999999	4.978373	6.973576

104.0	8.676470588235293	0.7	4.996083	6.905051

105.0	8.764705882352942	-1.0	3.7155936	9.320224

106.0	8.764705882352942	-0.95	3.7646363	9.225861

107.0	8.764705882352942	-0.9	3.8135633	9.132767

108.0	8.764705882352942	-0.85	3.8623605	9.041152

109.0	8.764705882352942	-0.8	3.911013	8.951256

110.0	8.764705882352942	-0.75	3.9595022	8.863299

111.0	8.764705882352942	-0.7	4.00781	8.777518

112.0	8.764705882352942	-0.65	4.055914	8.6941395

113.0	8.764705882352942	-0.6000000000000001	4.1037908	8.613352

114.0	8.764705882352942	-0.55	4.1514134	8.535313

115.0	8.764705882352942	-0.5	4.198752	8.460131

116.0	8.764705882352942	-0.45000000000000007	4.245773	8.387842

117.0	8.764705882352942	-0.4	4.2924395	8.318409

118.0	8.764705882352942	-0.3500000000000001	4.338712	8.251718

119.0	8.764705882352942	-0.30000000000000004	4.384544	8.187608

120.0	8.764705882352942	-0.2500000000000001	4.429886	8.125807

121.0	8.764705882352942	-0.20000000000000007	4.4746823	8.066024

122.0	8.764705882352942	-0.15000000000000002	4.5188723	8.007916

123.0	8.764705882352942	-0.10000000000000009	4.56239	7.9511194

124.0	8.764705882352942	-0.050000000000000044	4.60516	7.8952594

125.0	8.764705882352942	-1.1102230246251565e-16	4.6471033	7.8399806

126.0	8.764705882352942	0.04999999999999982	4.688133	7.7849336

127.0	8.764705882352942	0.09999999999999987	4.728152	7.729796

128.0	8.764705882352942	0.1499999999999999	4.7670584	7.6742887

129.0	8.764705882352942	0.19999999999999996	4.8047404	7.618165

130.0	8.764705882352942	0.25	4.841079	7.5612116

131.0	8.764705882352942	0.2999999999999998	4.8759465	7.5032573

132.0	8.764705882352942	0.34999999999999987	4.9092073	7.4441648

133.0	8.764705882352942	0.3999999999999999	4.940718	7.3838296

134.0	8.764705882352942	0.44999999999999996	4.97033	7.3221793

135.0	8.764705882352942	0.4999999999999998	4.9978867	7.259167

136.0	8.764705882352942	0.5499999999999998	5.0232277	7.1947694

137.0	8.764705882352942	0.5999999999999999	5.04619	7.1289797

138.0	8.764705882352942	0.6499999999999999	5.066608	7.061811

139.0	8.764705882352942	0.7	5.0843177	6.993286

140.0	8.852941176470589	-1.0	3.8038292	9.40846

141.0	8.852941176470589	-0.95	3.8528721	9.314097

142.0	8.852941176470589	-0.9	3.9017992	9.221004

143.0	8.852941176470589	-0.85	3.9505966	9.129388

144.0	8.852941176470589	-0.8	3.9992485	9.039492

145.0	8.852941176470589	-0.75	4.047738	8.951534

146.0	8.852941176470589	-0.7	4.096046	8.865754

147.0	8.852941176470589	-0.65	4.14415	8.782375

148.0	8.852941176470589	-0.6000000000000001	4.1920266	8.701587

149.0	8.852941176470589	-0.55	4.2396493	8.6235485

150.0	8.852941176470589	-0.5	4.286988	8.548367

151.0	8.852941176470589	-0.45000000000000007	4.3340087	8.476078

152.0	8.852941176470589	-0.4	4.380676	8.406645

153.0	8.852941176470589	-0.3500000000000001	4.4269476	8.339953

154.0	8.852941176470589	-0.30000000000000004	4.4727798	8.275844

155.0	8.852941176470589	-0.2500000000000001	4.5181217	8.214043

156.0	8.852941176470589	-0.20000000000000007	4.562918	8.15426

157.0	8.852941176470589	-0.15000000000000002	4.607108	8.096152

158.0	8.852941176470589	-0.10000000000000009	4.650625	8.039355

159.0	8.852941176470589	-0.050000000000000044	4.693396	7.983495

160.0	8.852941176470589	-1.1102230246251565e-16	4.7353396	7.9282165

161.0	8.852941176470589	0.04999999999999982	4.7763686	7.8731694

162.0	8.852941176470589	0.09999999999999987	4.8163877	7.8180313

163.0	8.852941176470589	0.1499999999999999	4.855294	7.7625246

164.0	8.852941176470589	0.19999999999999996	4.8929763	7.706401

165.0	8.852941176470589	0.25	4.929315	7.6494474

166.0	8.852941176470589	0.2999999999999998	4.9641824	7.591493

167.0	8.852941176470589	0.34999999999999987	4.997443	7.5324006

168.0	8.852941176470589	0.3999999999999999	5.0289545	7.4720654

169.0	8.852941176470589	0.44999999999999996	5.058566	7.410415

170.0	8.852941176470589	0.4999999999999998	5.0861225	7.347403

171.0	8.852941176470589	0.5499999999999998	5.1114635	7.2830048

172.0	8.852941176470589	0.5999999999999999	5.1344256	7.2172155

173.0	8.852941176470589	0.6499999999999999	5.154844	7.150047

174.0	8.852941176470589	0.7	5.1725535	7.081522

175.0	8.941176470588236	-1.0	3.892064	9.496695

176.0	8.941176470588236	-0.95	3.941107	9.402332

177.0	8.941176470588236	-0.9	3.990034	9.3092375

178.0	8.941176470588236	-0.85	4.0388317	9.217623

179.0	8.941176470588236	-0.8	4.0874834	9.127727

180.0	8.941176470588236	-0.75	4.135973	9.03977

181.0	8.941176470588236	-0.7	4.184281	8.953989

182.0	8.941176470588236	-0.65	4.232385	8.87061

183.0	8.941176470588236	-0.6000000000000001	4.2802615	8.789822

184.0	8.941176470588236	-0.55	4.327884	8.711783

185.0	8.941176470588236	-0.5	4.375222	8.636601

186.0	8.941176470588236	-0.45000000000000007	4.4222436	8.564313

187.0	8.941176470588236	-0.4	4.4689107	8.49488

188.0	8.941176470588236	-0.3500000000000001	4.515183	8.428188

189.0	8.941176470588236	-0.30000000000000004	4.5610147	8.3640785

190.0	8.941176470588236	-0.2500000000000001	4.6063566	8.302278

191.0	8.941176470588236	-0.20000000000000007	4.651153	8.242495

192.0	8.941176470588236	-0.15000000000000002	4.6953435	8.184387

193.0	8.941176470588236	-0.10000000000000009	4.73886	8.12759

194.0	8.941176470588236	-0.050000000000000044	4.781631	8.071731

195.0	8.941176470588236	-1.1102230246251565e-16	4.823574	8.016451

196.0	8.941176470588236	0.04999999999999982	4.8646035	7.961405

197.0	8.941176470588236	0.09999999999999987	4.9046226	7.906266

198.0	8.941176470588236	0.1499999999999999	4.943529	7.8507595

199.0	8.941176470588236	0.19999999999999996	4.981211	7.7946362

200.0	8.941176470588236	0.25	5.0175495	7.737683

201.0	8.941176470588236	0.2999999999999998	5.0524173	7.679728

202.0	8.941176470588236	0.34999999999999987	5.085678	7.620636

203.0	8.941176470588236	0.3999999999999999	5.117189	7.5603004

204.0	8.941176470588236	0.44999999999999996	5.146801	7.49865

205.0	8.941176470588236	0.4999999999999998	5.1743574	7.435638

206.0	8.941176470588236	0.5499999999999998	5.1996984	7.3712397

207.0	8.941176470588236	0.5999999999999999	5.2226605	7.3054504

208.0	8.941176470588236	0.6499999999999999	5.2430787	7.2382817

209.0	8.941176470588236	0.7	5.2607884	7.169757

210.0	9.029411764705882	-1.0	3.980299	9.584929

211.0	9.029411764705882	-0.95	4.0293417	9.490566

212.0	9.029411764705882	-0.9	4.078269	9.397473

213.0	9.029411764705882	-0.85	4.127066	9.305858

214.0	9.029411764705882	-0.8	4.1757183	9.215961

215.0	9.029411764705882	-0.75	4.224208	9.128004

216.0	9.029411764705882	-0.7	4.272516	9.042224

217.0	9.029411764705882	-0.65	4.3206196	8.958845

218.0	9.029411764705882	-0.6000000000000001	4.3684964	8.878057

219.0	9.029411764705882	-0.55	4.416119	8.800019

220.0	9.029411764705882	-0.5	4.463457	8.724836

221.0	9.029411764705882	-0.45000000000000007	4.5104785	8.652548

222.0	9.029411764705882	-0.4	4.557145	8.583115

223.0	9.029411764705882	-0.3500000000000001	4.6034174	8.516423

224.0	9.029411764705882	-0.30000000000000004	4.6492496	8.452313

225.0	9.029411764705882	-0.2500000000000001	4.6945915	8.390512

226.0	9.029411764705882	-0.20000000000000007	4.739388	8.3307295

227.0	9.029411764705882	-0.15000000000000002	4.783578	8.272622

228.0	9.029411764705882	-0.10000000000000009	4.827095	8.215825

229.0	9.029411764705882	-0.050000000000000044	4.8698654	8.159965

230.0	9.029411764705882	-1.1102230246251565e-16	4.9118094	8.104687

231.0	9.029411764705882	0.04999999999999982	4.952838	8.04964

232.0	9.029411764705882	0.09999999999999987	4.9928575	7.994501

233.0	9.029411764705882	0.1499999999999999	5.031764	7.9389944

234.0	9.029411764705882	0.19999999999999996	5.069446	7.8828707

235.0	9.029411764705882	0.25	5.105785	7.8259172

236.0	9.029411764705882	0.2999999999999998	5.140652	7.767963

237.0	9.029411764705882	0.34999999999999987	5.173913	7.708871

238.0	9.029411764705882	0.3999999999999999	5.2054243	7.6485353

239.0	9.029411764705882	0.44999999999999996	5.235036	7.586885

240.0	9.029411764705882	0.4999999999999998	5.2625923	7.523873

241.0	9.029411764705882	0.5499999999999998	5.2879333	7.459475

242.0	9.029411764705882	0.5999999999999999	5.3108954	7.3936853

243.0	9.029411764705882	0.6499999999999999	5.3313136	7.3265166

244.0	9.029411764705882	0.7	5.3490233	7.257992

245.0	9.117647058823529	-1.0	4.068535	9.673165

246.0	9.117647058823529	-0.95	4.117578	9.578802

247.0	9.117647058823529	-0.9	4.166505	9.485709

248.0	9.117647058823529	-0.85	4.215302	9.3940935

249.0	9.117647058823529	-0.8	4.263954	9.304197

250.0	9.117647058823529	-0.75	4.3124437	9.21624

251.0	9.117647058823529	-0.7	4.3607516	9.13046

252.0	9.117647058823529	-0.65	4.4088554	9.047081

253.0	9.117647058823529	-0.6000000000000001	4.4567323	8.966292

254.0	9.117647058823529	-0.55	4.504355	8.888255

255.0	9.117647058823529	-0.5	4.551693	8.813072

256.0	9.117647058823529	-0.45000000000000007	4.5987144	8.740784

257.0	9.117647058823529	-0.4	4.6453815	8.6713505

258.0	9.117647058823529	-0.3500000000000001	4.6916533	8.604659

259.0	9.117647058823529	-0.30000000000000004	4.7374854	8.540549

260.0	9.117647058823529	-0.2500000000000001	4.7828274	8.478748

261.0	9.117647058823529	-0.20000000000000007	4.827624	8.418965

262.0	9.117647058823529	-0.15000000000000002	4.871814	8.360858

263.0	9.117647058823529	-0.10000000000000009	4.915331	8.304061

264.0	9.117647058823529	-0.050000000000000044	4.9581013	8.248201

265.0	9.117647058823529	-1.1102230246251565e-16	5.0000453	8.192922

266.0	9.117647058823529	0.04999999999999982	5.0410743	8.137876

267.0	9.117647058823529	0.09999999999999987	5.0810933	8.082737

268.0	9.117647058823529	0.1499999999999999	5.12	8.02723

269.0	9.117647058823529	0.19999999999999996	5.157682	7.971107

270.0	9.117647058823529	0.25	5.1940207	7.914153

271.0	9.117647058823529	0.2999999999999998	5.228888	7.856199

272.0	9.117647058823529	0.34999999999999987	5.262149	7.7971063

273.0	9.117647058823529	0.3999999999999999	5.2936597	7.736771

274.0	9.117647058823529	0.44999999999999996	5.3232718	7.675121

275.0	9.117647058823529	0.4999999999999998	5.350828	7.6121087

276.0	9.117647058823529	0.5499999999999998	5.376169	7.5477104

277.0	9.117647058823529	0.5999999999999999	5.3991313	7.481921

278.0	9.117647058823529	0.6499999999999999	5.4195495	7.4147525

279.0	9.117647058823529	0.7	5.437259	7.3462276

280.0	9.205882352941176	-1.0	4.1567698	9.7614

281.0	9.205882352941176	-0.95	4.205813	9.667038

282.0	9.205882352941176	-0.9	4.2547398	9.573943

283.0	9.205882352941176	-0.85	4.303537	9.482328

284.0	9.205882352941176	-0.8	4.352189	9.392432

285.0	9.205882352941176	-0.75	4.4006786	9.304475

286.0	9.205882352941176	-0.7	4.448986	9.218695

287.0	9.205882352941176	-0.65	4.4970903	9.135317

288.0	9.205882352941176	-0.6000000000000001	4.544967	9.054527

289.0	9.205882352941176	-0.55	4.59259	8.97649

290.0	9.205882352941176	-0.5	4.639928	8.901307

291.0	9.205882352941176	-0.45000000000000007	4.6869493	8.829019

292.0	9.205882352941176	-0.4	4.7336164	8.759585

293.0	9.205882352941176	-0.3500000000000001	4.779888	8.692894

294.0	9.205882352941176	-0.30000000000000004	4.8257203	8.628784

295.0	9.205882352941176	-0.2500000000000001	4.8710623	8.566983

296.0	9.205882352941176	-0.20000000000000007	4.9158587	8.5072

297.0	9.205882352941176	-0.15000000000000002	4.9600487	8.449093

298.0	9.205882352941176	-0.10000000000000009	5.0035663	8.392296

299.0	9.205882352941176	-0.050000000000000044	5.046336	8.336435

300.0	9.205882352941176	-1.1102230246251565e-16	5.08828	8.281157

301.0	9.205882352941176	0.04999999999999982	5.129309	8.2261095

302.0	9.205882352941176	0.09999999999999987	5.169328	8.170972

303.0	9.205882352941176	0.1499999999999999	5.208235	8.115465

304.0	9.205882352941176	0.19999999999999996	5.245917	8.059341

305.0	9.205882352941176	0.25	5.2822556	8.002388

306.0	9.205882352941176	0.2999999999999998	5.317123	7.9444337

307.0	9.205882352941176	0.34999999999999987	5.3503838	7.885341

308.0	9.205882352941176	0.3999999999999999	5.381895	7.8250055

309.0	9.205882352941176	0.44999999999999996	5.4115067	7.7633557

310.0	9.205882352941176	0.4999999999999998	5.439063	7.7003436

311.0	9.205882352941176	0.5499999999999998	5.464404	7.635946

312.0	9.205882352941176	0.5999999999999999	5.487366	7.570156

313.0	9.205882352941176	0.6499999999999999	5.5077844	7.5029874

314.0	9.205882352941176	0.7	5.525494	7.4344625

315.0	9.294117647058824	-1.0	4.2450056	9.849636

316.0	9.294117647058824	-0.95	4.294049	9.755274

317.0	9.294117647058824	-0.9	4.3429756	9.66218

318.0	9.294117647058824	-0.85	4.3917727	9.570564

319.0	9.294117647058824	-0.8	4.440425	9.480668

320.0	9.294117647058824	-0.75	4.4889145	9.392711

321.0	9.294117647058824	-0.7	4.5372224	9.306931

322.0	9.294117647058824	-0.65	4.585326	9.223552

323.0	9.294117647058824	-0.6000000000000001	4.633203	9.142763

324.0	9.294117647058824	-0.55	4.6808257	9.064725

325.0	9.294117647058824	-0.5	4.7281637	8.989543

326.0	9.294117647058824	-0.45000000000000007	4.7751846	8.917254

327.0	9.294117647058824	-0.4	4.821852	8.847821

328.0	9.294117647058824	-0.3500000000000001	4.868124	8.78113

329.0	9.294117647058824	-0.30000000000000004	4.913956	8.71702

330.0	9.294117647058824	-0.2500000000000001	4.959298	8.655219

331.0	9.294117647058824	-0.20000000000000007	5.0040946	8.595436

332.0	9.294117647058824	-0.15000000000000002	5.0482845	8.537329

333.0	9.294117647058824	-0.10000000000000009	5.0918016	8.480532

334.0	9.294117647058824	-0.050000000000000044	5.1345725	8.424672

335.0	9.294117647058824	-1.1102230246251565e-16	5.176516	8.369393

336.0	9.294117647058824	0.04999999999999982	5.217545	8.314346

337.0	9.294117647058824	0.09999999999999987	5.257564	8.259208

338.0	9.294117647058824	0.1499999999999999	5.2964706	8.203701

339.0	9.294117647058824	0.19999999999999996	5.3341527	8.147577

340.0	9.294117647058824	0.25	5.3704915	8.090624

341.0	9.294117647058824	0.2999999999999998	5.405359	8.032669

342.0	9.294117647058824	0.34999999999999987	5.4386196	7.973577

343.0	9.294117647058824	0.3999999999999999	5.470131	7.913242

344.0	9.294117647058824	0.44999999999999996	5.499742	7.8515916

345.0	9.294117647058824	0.4999999999999998	5.527299	7.7885795

346.0	9.294117647058824	0.5499999999999998	5.55264	7.724181

347.0	9.294117647058824	0.5999999999999999	5.575602	7.658392

348.0	9.294117647058824	0.6499999999999999	5.59602	7.5912232

349.0	9.294117647058824	0.7	5.61373	7.5226984

350.0	9.382352941176471	-1.0	4.3332405	9.937871

351.0	9.382352941176471	-0.95	4.382283	9.843509

352.0	9.382352941176471	-0.9	4.4312105	9.750414

353.0	9.382352941176471	-0.85	4.4800076	9.658799

354.0	9.382352941176471	-0.8	4.52866	9.568903

355.0	9.382352941176471	-0.75	4.5771494	9.480947

356.0	9.382352941176471	-0.7	4.6254573	9.395165

357.0	9.382352941176471	-0.65	4.673561	9.311787

358.0	9.382352941176471	-0.6000000000000001	4.721438	9.230999

359.0	9.382352941176471	-0.55	4.7690606	9.15296

360.0	9.382352941176471	-0.5	4.816399	9.077778

361.0	9.382352941176471	-0.45000000000000007	4.86342	9.005489

362.0	9.382352941176471	-0.4	4.9100866	8.936056

363.0	9.382352941176471	-0.3500000000000001	4.956359	8.869365

364.0	9.382352941176471	-0.30000000000000004	5.002191	8.805255

365.0	9.382352941176471	-0.2500000000000001	5.047533	8.743454

366.0	9.382352941176471	-0.20000000000000007	5.0923295	8.683671

367.0	9.382352941176471	-0.15000000000000002	5.1365194	8.625564

368.0	9.382352941176471	-0.10000000000000009	5.1800365	8.568767

369.0	9.382352941176471	-0.050000000000000044	5.222807	8.512907

370.0	9.382352941176471	-1.1102230246251565e-16	5.2647505	8.457627

371.0	9.382352941176471	0.04999999999999982	5.30578	8.402581

372.0	9.382352941176471	0.09999999999999987	5.345799	8.347443

373.0	9.382352941176471	0.1499999999999999	5.3847055	8.291936

374.0	9.382352941176471	0.19999999999999996	5.4223876	8.235812

375.0	9.382352941176471	0.25	5.4587264	8.178859

376.0	9.382352941176471	0.2999999999999998	5.4935937	8.120904

377.0	9.382352941176471	0.34999999999999987	5.5268545	8.061812

378.0	9.382352941176471	0.3999999999999999	5.5583653	8.001476

379.0	9.382352941176471	0.44999999999999996	5.587977	7.9398265

380.0	9.382352941176471	0.4999999999999998	5.615534	7.8768144

381.0	9.382352941176471	0.5499999999999998	5.640875	7.812416

382.0	9.382352941176471	0.5999999999999999	5.663837	7.746627

383.0	9.382352941176471	0.6499999999999999	5.684255	7.679458

384.0	9.382352941176471	0.7	5.701965	7.6109333

385.0	9.470588235294118	-1.0	4.4214764	10.026107

386.0	9.470588235294118	-0.95	4.470519	9.931745

387.0	9.470588235294118	-0.9	4.5194464	9.83865

388.0	9.470588235294118	-0.85	4.5682435	9.747035

389.0	9.470588235294118	-0.8	4.6168957	9.657139

390.0	9.470588235294118	-0.75	4.6653852	9.569181

391.0	9.470588235294118	-0.7	4.713693	9.483401

392.0	9.470588235294118	-0.65	4.7617974	9.400023

393.0	9.470588235294118	-0.6000000000000001	4.809674	9.319234

394.0	9.470588235294118	-0.55	4.8572965	9.241196

395.0	9.470588235294118	-0.5	4.9046345	9.166014

396.0	9.470588235294118	-0.45000000000000007	4.951656	9.093725

397.0	9.470588235294118	-0.4	4.998323	9.024292

398.0	9.470588235294118	-0.3500000000000001	5.044595	8.957601

399.0	9.470588235294118	-0.30000000000000004	5.090427	8.893491

400.0	9.470588235294118	-0.2500000000000001	5.135769	8.83169

401.0	9.470588235294118	-0.20000000000000007	5.1805654	8.771907

402.0	9.470588235294118	-0.15000000000000002	5.2247553	8.713799

403.0	9.470588235294118	-0.10000000000000009	5.2682724	8.657002

404.0	9.470588235294118	-0.050000000000000044	5.3110433	8.601143

405.0	9.470588235294118	-1.1102230246251565e-16	5.352987	8.545863

406.0	9.470588235294118	0.04999999999999982	5.394016	8.490817

407.0	9.470588235294118	0.09999999999999987	5.434035	8.4356785

408.0	9.470588235294118	0.1499999999999999	5.4729414	8.380172

409.0	9.470588235294118	0.19999999999999996	5.5106235	8.324048

410.0	9.470588235294118	0.25	5.5469623	8.267095

411.0	9.470588235294118	0.2999999999999998	5.5818295	8.20914

412.0	9.470588235294118	0.34999999999999987	5.6150904	8.150048

413.0	9.470588235294118	0.3999999999999999	5.646601	8.089712

414.0	9.470588235294118	0.44999999999999996	5.6762133	8.028063

415.0	9.470588235294118	0.4999999999999998	5.7037697	7.96505

416.0	9.470588235294118	0.5499999999999998	5.7291107	7.900652

417.0	9.470588235294118	0.5999999999999999	5.752073	7.8348627

418.0	9.470588235294118	0.6499999999999999	5.772491	7.767694

419.0	9.470588235294118	0.7	5.7902007	7.699169

420.0	9.558823529411764	-1.0	4.5097113	10.114342

421.0	9.558823529411764	-0.95	4.5587544	10.0199795

422.0	9.558823529411764	-0.9	4.6076813	9.926886

423.0	9.558823529411764	-0.85	4.6564784	9.83527

424.0	9.558823529411764	-0.8	4.7051306	9.745374

425.0	9.558823529411764	-0.75	4.75362	9.657416

426.0	9.558823529411764	-0.7	4.8019276	9.571636

427.0	9.558823529411764	-0.65	4.850032	9.488257

428.0	9.558823529411764	-0.6000000000000001	4.8979087	9.407469

429.0	9.558823529411764	-0.55	4.9455314	9.329431

430.0	9.558823529411764	-0.5	4.9928694	9.254249

431.0	9.558823529411764	-0.45000000000000007	5.039891	9.18196

432.0	9.558823529411764	-0.4	5.086558	9.112527

433.0	9.558823529411764	-0.3500000000000001	5.13283	9.0458355

434.0	9.558823529411764	-0.30000000000000004	5.178662	8.981726

435.0	9.558823529411764	-0.2500000000000001	5.224004	8.919925

436.0	9.558823529411764	-0.20000000000000007	5.2688003	8.860142

437.0	9.558823529411764	-0.15000000000000002	5.31299	8.802034

438.0	9.558823529411764	-0.10000000000000009	5.3565073	8.745237

439.0	9.558823529411764	-0.050000000000000044	5.3992777	8.689377

440.0	9.558823529411764	-1.1102230246251565e-16	5.441221	8.634098

441.0	9.558823529411764	0.04999999999999982	5.4822507	8.579052

442.0	9.558823529411764	0.09999999999999987	5.5222697	8.523913

443.0	9.558823529411764	0.1499999999999999	5.5611763	8.468407

444.0	9.558823529411764	0.19999999999999996	5.5988584	8.412283

445.0	9.558823529411764	0.25	5.635197	8.3553295

446.0	9.558823529411764	0.2999999999999998	5.6700644	8.297375

447.0	9.558823529411764	0.34999999999999987	5.7033253	8.238283

